<<<<<<< HEAD
0.00237544 0.498133
0.00237544 0.498133
0.00237544 0.498133
0.00237544 0.498133
0.00237544 0.498133
0.00237544 0.486655
0.00237544 0.486655
0.00237544 0.486655
0.00237544 0.486655
0.00237544 0.486655
0.00237544 0.486655
0.00237544 0.486655
0.00237544 0.486655
0.000522203 0.486655
0.000522203 0.486655
0.000522203 0.486655
0.000522203 0.486655
0.000522203 0.486655
0.000522203 0.486655
0.000522203 0.47811
0.000522203 0.47811
0.000522203 0.47811
0.000522203 0.47811
0.000522203 0.47811
0.000522203 0.47811
0.000522203 0.47811
0.000504649 0.47811
0.000504649 0.47811
0.000504649 0.47811
0.000504649 0.47811
0.000504649 0.47811
0.000504649 0.47811
0.000504649 0.47811
0.000504649 0.47811
0.000504649 0.47811
0.000504649 0.477634
0.000504649 0.477634
0.000504649 0.477634
0.000504649 0.477634
0.000504649 0.449791
0.000504649 0.449791
0.000504649 0.449791
0.000504649 0.449791
0.000504649 0.449791
0.000504649 0.448781
0.000504649 0.443514
0.000504649 0.443514
0.000504649 0.443514
0.000504649 0.443514
0.000504649 0.441058
0.000504649 0.441058
0.000504649 0.440125
0.000504649 0.432781
0.000504649 0.431988
0.000504649 0.421097
0.000504649 0.421097
0.000504649 0.421097
0.000504649 0.421097
0.000504649 0.421097
0.000504649 0.410762
0.000504649 0.410762
0.000504649 0.410762
0.000504649 0.410762
0.000504649 0.410762
0.000504649 0.410762
0.000504649 0.410762
0.000504649 0.410762
0.000504649 0.410762
0.000504649 0.410762
0.000504649 0.410762
0.000504649 0.410762
0.000504649 0.409986
0.000504649 0.397471
0.000504649 0.397471
0.000504649 0.397471
0.000504649 0.397471
0.000504649 0.397471
0.000504649 0.397471
0.000504649 0.397471
0.000504649 0.397471
0.000504649 0.397471
0.000504649 0.397471
0.000504649 0.397471
0.000504649 0.394038
0.000504649 0.394038
0.000504649 0.394038
0.000504649 0.394038
0.000504649 0.394038
0.000504649 0.370685
0.000504649 0.370685
0.000504649 0.370685
0.000504649 0.370685
0.000504649 0.370685
0.000504649 0.370685
0.000504649 0.370685
0.000504649 0.370685
0.000504649 0.370685
0.000504649 0.370685
0.000504649 0.370685
0.000504649 0.370685
0.000504649 0.370685
0.000504649 0.370685
0.000504649 0.370685
0.000504649 0.370685
0.000504649 0.370685
0.000504649 0.370685
0.000504649 0.36208
0.000504649 0.36208
0.000504649 0.36208
0.000504649 0.36208
0.000504649 0.36208
0.000504649 0.36208
0.000504649 0.36208
0.000504649 0.36208
0.000504649 0.36208
0.000504649 0.354633
0.000504649 0.354633
0.000504649 0.354633
0.000504649 0.354633
0.000504649 0.354633
0.000504649 0.354633
0.000504649 0.354633
0.000504649 0.350159
0.000504649 0.350159
0.000504649 0.350005
0.000504649 0.349113
0.000504649 0.349113
0.000504649 0.349113
0.000504649 0.349113
0.000504649 0.349113
0.000504649 0.349113
0.000504649 0.34623
0.000504649 0.342386
0.000504649 0.340618
0.000504649 0.340618
0.000504649 0.338824
0.000504649 0.338824
0.000504649 0.338824
0.000504649 0.338824
0.000504649 0.338824
0.000504649 0.323235
0.000504649 0.323235
0.000504649 0.321121
0.000504649 0.321121
0.000504649 0.321121
0.000504649 0.321121
0.000504649 0.321121
0.000504649 0.321121
0.000504649 0.301074
0.000504649 0.301074
0.000504649 0.301074
0.000504649 0.299467
0.000504649 0.299242
0.000504649 0.290885
0.000504649 0.290885
0.000504649 0.290885
0.000504649 0.290885
0.000504649 0.290885
0.000504649 0.290885
0.000504649 0.290885
0.000504649 0.290885
0.000504649 0.290885
0.000504649 0.290885
0.000504649 0.290885
0.000504649 0.290885
0.000504649 0.290885
0.000504649 0.288129
0.000504649 0.288129
0.000504649 0.288129
0.000504649 0.288129
0.000504649 0.287225
0.000504649 0.282524
0.000504649 0.282524
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.252948
0.000504649 0.248522
0.000504649 0.248522
0.000504649 0.248522
0.000504649 0.245848
0.000504649 0.245848
0.000504649 0.245848
0.000504649 0.245848
0.000504649 0.245848
0.000504649 0.239102
0.000504649 0.239102
0.000504649 0.239102
0.000504649 0.239102
0.000504649 0.235323
0.000504649 0.235323
0.000504649 0.235323
0.000504649 0.229729
0.000504649 0.229729
0.000504649 0.229729
0.000504649 0.229729
0.000504649 0.229729
0.000504649 0.229729
0.000504649 0.229729
0.000504649 0.229729
0.000504649 0.229729
0.000504649 0.229729
0.000504649 0.229729
0.000504649 0.229729
0.000504649 0.229729
0.000504649 0.229729
0.000504649 0.229729
0.000504649 0.229729
0.000504649 0.229729
0.000504649 0.229729
0.000504649 0.229266
0.000504649 0.229266
0.000504649 0.225855
0.000504649 0.221315
0.000504649 0.221307
0.000504649 0.221307
0.000504649 0.218653
0.000504649 0.218653
0.000504649 0.218653
0.000504649 0.218653
0.000504649 0.211854
0.000504649 0.211854
0.000504649 0.205458
0.000504649 0.205458
0.000504649 0.205458
0.000504649 0.205458
0.000504649 0.205458
0.000504649 0.205458
0.000504649 0.205458
0.000504649 0.205458
0.000504649 0.205458
0.000504649 0.205458
0.000504649 0.205458
0.000504649 0.205458
0.000504649 0.205458
0.000504649 0.205458
0.000504649 0.205458
0.000504649 0.205458
0.000504649 0.18556
0.000504649 0.18556
0.000504649 0.18556
0.000504649 0.18556
0.000504649 0.18556
0.000504649 0.18556
0.000504649 0.18556
0.000504649 0.18556
0.000504649 0.18556
0.000504649 0.18556
0.000504649 0.18556
0.000504649 0.18556
0.000504649 0.18556
0.000504649 0.18556
0.000504649 0.185219
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.158399
0.000504649 0.153309
0.000504649 0.153309
0.000504649 0.153309
0.000504649 0.153309
0.000504649 0.153309
0.000504649 0.153309
0.000504649 0.153309
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000504649 0.137895
0.000262841 0.137895
0.000262841 0.137895
0.000262841 0.137895
0.000262841 0.13458
0.000262841 0.13458
0.000262841 0.13458
0.000262841 0.126821
0.000262841 0.126821
0.000262841 0.126821
0.000262841 0.126821
0.000262841 0.126821
0.000262841 0.126821
0.000262841 0.124314
0.000262841 0.124314
0.000262841 0.124314
0.000262841 0.124314
0.000262841 0.124314
>>>>>>> c8242cad8b8f5936dcf9878307b5d3424765bff7
